Title,FullText,Author,Url,Date
Cerita WNI yang Dievakuasi dari Iran: Ledakan Terdengar Berulang Kali | tempo.co,"Warga Negara Indonesia (WNI) asal Gresik, Jawa Timur, yang berhasil dievakuasi dari Iran dan tiba di Indonesia pada Selasa 24 Juni 2025 menceritakan pengalamannya ketika berada di Teheran, Iran. Menurut Ali Murtadho, situasi cukup mencekam dan pada malam hari berulang kali mendengar ledakan. Pemulangan dari Iran pun harus ditempuh dalam jarak dan waktu yang cukup panjang. &nbsp; &nbsp; &nbsp; Video: ANTARA (Cahya Sari/Ryan Rahman/Andi Bagasela/Rinto A Navis)",Penulis tidak ditemukan,https://www.tempo.co/video/arsip/cerita-wni-yang-dievakuasi-dari-iran-ledakan-terdengar-berulang-kali-1805412,Tanggal tidak ditemukan
Sekjen Gerindra: Banyak Event yang Akan Mempertemukan Megawati dengan Prabowo | tempo.co,"TEMPO.CO, Jakarta -&nbsp;Sekretaris Jenderal Partai Gerindra Ahmad Muzani memberikan sinyal bahwa Presiden Prabowo Subianto akan kembali bertemu dengan mantan presiden Megawati Soekarnoputri. Namun demikian, dia mengaku belum mengetahui waktu maupun lokasi pasti pelaksanaan pertemuan itu.&nbsp; Pilihan editor: Agar Ekspansi Transjakarta Tak Jadi Beban Subsidi &ldquo;Banyak event yang akan banyak mempertemukan antara Ibu Megawati dan Pak Prabowo,&rdquo; kata Muzani di kompleks MPR/DPR/DPD, Jakarta, pada Rabu, 25 Juni 2025. Ketua MPR itu berujar, ada berbagai momentum yang bisa mempertemukan sang Ketua Umum Gerindra dengan Ketua Umum PDI Perjuangan itu. &ldquo;Tidak harus keduanya bertemu dalam tempat yang disetujui,&rdquo; tutur Muzani. Prabowo Subianto terakhir bertemu dengan mantan Megawati Soekarnoputri pada Peringatan Hari Lahir Pancasila di Gedung Pancasila, Kementerian Luar Negeri, Jakarta pada Senin, 2 Juni 2025 lalu. Pertemuan itu merupakan kedua kalinya setelah Prabowo berkunjung ke kediaman Megawati di Jalan Teuku Umar, Menteng, pada April lalu. Keakraban Prabowo dan Megawati terlihat saat keduanya berada di ruang tunggu Gedung Pancasila. Prabowo bahkan berkelakar dengan Megawati yang duduk berhadapan, untuk mencairkan suasana. ""Ibu agak kurus, Bu. Waduh, luar biasa. Ibu kurus. Diet Ibu berhasil,"" kata Prabowo, sebagaimana diberitakan Antara.&nbsp; Mendengar hal itu, Megawati seakan mengiyakan. ""Oh iya, diet kurus itu,"" ujar dia. Kemudian, Megawati pun kembali melempar candaan ke Prabowo dengan menawarkan kudapan di depannya. ""Lha ini monggo,"" katanya seraya menunjuk tumpukan kue dan makanan ringan yang telah tersaji di meja. Prabowo tertawa kecil dengan candaan Megawati. Pilihan editor: UGM Ungkap Penipuan Publikasi Ilmiah Dipatok hingga Rp 10 Juta",Penulis tidak ditemukan,https://www.tempo.co/politik/sekjen-gerindra-banyak-event-yang-akan-mempertemukan-megawati-dengan-prabowo-1805393,Tanggal tidak ditemukan
APBI: Permintaan Batu Bara Masih Menjanjikan di Tengah Transisi Energi | tempo.co,"TEMPO.CO, Jakarta - Asosiasi Pertambangan Batubara Indonesia (APBI) optimistik permintaan batu bara tetap menjanjikan di tengah tren transisi energi. Menurut Ketua Umum APBI Priyadi, saat ini batu bara masih menjadi sumber energi yang paling efisien dan terjangkau terutama bagi sektor industri yang membutuhkan kestabilan pasokan dan harga. &ldquo;Energi baru dan terbarukan memang berkembang pesat, tapi biayanya masih relatif mahal. Karena itu batu bara tetap dibutuhkan sebagai sumber energi yang terjangkau, khususnya untuk industri manufaktur,&rdquo; kata Priyadi dalam keterangan tertulis, Rabu, 25 Juni 2025. Meski begitu, Priyadi mengatakan APBI tetap mendukung agenda transisi energi. Ia menjelaskan bahwa asosiasinya mendorong penerapan praktik pertambangan yang baik atau good mining practice untuk menekan emisi dari sektor hulu.&nbsp; Ia mencatat kebutuhan batu bara domestik terus meningkat dari sekitar 235 juta ton saat ini dan diproyeksikan mencapai 279 juta ton dalam lima tahun ke depan. Menurut dia, kebutuhan energi industri tumbuh lebih cepat daripada ketersediaan energi bersih.&nbsp; &ldquo;Karena itu, batu bara masih akan menjadi pilar penting dalam memenuhi kebutuhan energi nasional, setidaknya hingga teknologi batubara bersih bisa diterapkan secara luas dan terjangkau,&rdquo; kata Priyadi. Namun pelaku industri tetap menghadapi sejumlah tantangan operasional. Priyadi mengungkapkan banyak tambang berada di lokasi terpencil sehingga perusahaan harus membangun infrastruktur sendiri. Selain itu, pelaku usaha juga menghadapi risiko cuaca, fluktuasi nilai tukar akibat ketergantungan impor alat berat serta ketidakpastian regulasi. Ia juga menyoroti rencana pembentukan Mitra Instansi Pengelola (MIP) untuk memungut batu bara dalam negeri. Ia mengingatkan jika tidak dirancang dengan matang, MIP justru bisa menjadi beban tambahan bagi pelaku usaha.&nbsp; Rencana pembentukan skema pungutan melalui Mitra Instansi Pengelola sudah bergulir sejak 2023 lalu. Melalui MIP, pemerintah berencana menunjuk pihak ketiga, baik BUMN maupun swasta, sebagai perantara produsen dan konsumen batu bara domestik. Tujuan institusi ini adalah membuat distribusi batu bara lebih terjamin dan tepat sasaran, terutama bagi sektor kelistrikan dan industri prioritas. Priyadi khawatir MIP berisiko menjadi beban tambahan jika tidak dirancang dengan matang, apalagi produsen batu bara selama ini sudah menjual di bawah harga pasar untuk menyuplai kebutuhan pasar domestik atau Domestic Market Obligation (DMO). Jika kewajiban DMO telah terpenuhi, keberadaan MIP dikhawatirkan justru memperumit sistem yang sudah berjalan. &ldquo;Pelaku industri sudah menjual batubara di bawah harga pasar untuk memenuhi kewajiban DMO. Kalau DMO sudah terpenuhi, kenapa harus ada MIP lagi,&rdquo; kata dia. Priyadi menegaskan pentingnya kepastian kebijakan untuk menjaga iklim investasi dan kelangsungan usaha. Ia meminta pemerintah mempertimbangkan kondisi industri saat ini, terlebih ketika harga batu bara menurun dan harga minyak dunia justru naik. &ldquo;Jangan sampai perusahaan tambang kolaps sebelum harga pulih,&rdquo; ujarnya. Pilihan Editor:&nbsp;Mengapa Minim Dampak Stimulus Fiskal Prabowo",Penulis tidak ditemukan,https://www.tempo.co/ekonomi/apbi-permintaan-batu-bara-masih-menjanjikan-di-tengah-transisi-energi-1805374,Tanggal tidak ditemukan
Sidang Perdana Vadel Badjideh dalam Perkara Persetubuhan Digelar Hari ini | tempo.co,"TEMPO.CO, Jakarta - Penari sekaligus TikToker&nbsp;Vadel Badjideh dijadwalkan akan menjalani sidang perdana pada hari ini, Rabu, 25 Juni 2025. Sidang dakwaan Vadel Badjideh digelar di Pengadilan Negeri Jakarta Selatan.&nbsp; Kuasa hukum Vadel Badjideh, Oya Abdul Malik, tiba pada pukul 12.49 WIB. Oya yang mengenakan kemeja hitam itu tidak banyak berbicara.&nbsp;&ldquo;Insya Allah, siap,&rdquo; ujar Oya ketika ditanya wartawan tentang kesiapan Vadel menghadapi sidang pembacaan dakwaan.&nbsp; Oya menyebut Vadel telah mempersiapkan keterangannya kepada wartawan. &ldquo;Hari ini ada yang mau disampaikan (Vadel Badjideh) kepada kalian semua,&rdquo; kata dia.&nbsp; Vadel Badjideh ditetapkan sebagai tersangka dalam kasus dugaan aborsi dan persetubuhan terhadap anak Nikita Mirzani, berinisial LM, yang saat itu masih di bawah umur. Dalam kasus ini, Vadel dijerat pasal berlapis. Beberapa pasal itu adalah Pasal 81 ayat 2 juncto Pasal 82 ayat 1 dan Pasal 77A ayat 1 UU tentang Perlindungan Anak. Vadel juga dikenakan Pasal 428 huruf a juncto Pasal 60 UU Kesehatan dan Pasal 348 KUHP. Sebelum persidangan ini digelar, Vadel ditahan di Rumah Tahanan Cipinang Jakarta Timur selama 20 hari dimulai dari 3 Juni 2025 hingga 22 Juni 2025. Raden Putri Alpadillah Ginanjar berkontribusi dalam penulisan artikel ini Pilihan Editor: Duit Tambang Jatah Ormas dalam Pencucian Uang Rita Widyasari",Penulis tidak ditemukan,https://www.tempo.co/hukum/sidang-perdana-vadel-badjideh-dalam-perkara-persetubuhan-digelar-hari-ini-1805367,Tanggal tidak ditemukan
AMRO Prediksi Rasio Utang Indonesia Naik hingga 42 Persen pada 2029 | tempo.co,"TEMPO.CO, Jakarta - Lembaga riset internasional ASEAN+3 Macroeconomic Research Office (AMRO) memprediksi rasio utang pemerintah Indonesia akan meningkat dalam tiga hingga lima tahun mendatang. Dalam laporan AMRO Annual Consultation Report: Indonesia-2025, lembaga itu memproyeksikan rasio utang mencapai 42 persen terhadap Produk Domestik Bruto (PDB) pada 2029. Pemerintah menargetkan rasio utang tetap di bawah 40 persen dari PDB dan defisit fiskal turun dari 2,5 persen menjadi 2,1&ndash;2,3 persen pada 2029. &ldquo;Akan tetapi, target fiskal jangka menengah ini belum mempertimbangkan inisiatif-inisiatif baru dari pemerintahan Presiden Prabowo,&rdquo; tulis AMRO dalam laporan tersebut, dikutip Rabu, 25 Juni 2025. AMRO menyebut peningkatan utang terjadi karena defisit keseimbangan primer dan biaya pinjaman yang lebih tinggi. Lembaga itu menilai program-program baru pemerintah yang diluncurkan pada 2025 akan memperbesar pengeluaran negara. &ldquo;Sedangkan pendapatan jangka menengah diperkirakan akan menurun karena kenaikan tarif Pajak Pertambahan Nilai (PPN) hanya berlaku untuk barang mewah,&rdquo; tulis AMRO. Rasio utang pemerintah pada 2024 tercatat sebesar 39,8 persen dari PDB. AMRO memproyeksikan rasio itu naik bertahap, yakni 40,7 persen pada 2025, 41,1 persen pada 2026, 41,7 persen pada 2028, dan 42 persen pada 2029. Rasio tersebut masih berada di bawah batas maksimal 60 persen dari PDB sesuai Undang-Undang Nomor 17 Tahun 2003. Sementara itu, Bank Indonesia mencatat posisi utang luar negeri pemerintah pada April 2025 tumbuh 10,4 persen secara tahunan menjadi US$ 208,8 miliar. Jumlah itu naik 7,6 persen dibandingkan Maret 2025. Direktur Eksekutif Departemen Komunikasi Bank Indonesia, Ramdan Denny Prakoso, mengatakan mayoritas utang luar negeri Indonesia merupakan utang jangka panjang. &ldquo;Struktur utang luar negeri Indonesia tetap sehat, didukung oleh penerapan prinsip kehati-hatian dalam pengelolaannya,&rdquo; ucap Denny dalam keterangan resmi pada Senin, 16 Juni 2025. Bank Indonesia mencatat sektor-sektor penerima manfaat utang luar negeri antara lain Jasa Kesehatan dan Kegiatan Sosial sebesar 22,3 persen, Administrasi Pemerintah, Pertahanan, dan Jaminan Sosial Wajib 18,7 persen, Jasa Pendidikan 16,4 persen; Konstruksi 12 persen, serta Transportasi dan Pergudangan 8,7 persen. Denny menyampaikan rasio utang luar negeri terhadap PDB turun menjadi 30,3 persen pada April 2025 dari 30,6 persen pada Maret 2025. Pilihan Editor:&nbsp;&nbsp;Untung-Rugi Ekspor Listrik ke Singapura",Penulis tidak ditemukan,https://www.tempo.co/ekonomi/amro-prediksi-rasio-utang-indonesia-naik-hingga-42-persen-pada-2029-1805386,Tanggal tidak ditemukan
Studi: Penggunaan ChatGPT untuk Menulis Esai Bisa Kikis Kemampuan Kognitif | tempo.co,"TEMPO.CO, Jakarta - Studi tim peneliti dari Massachusetts Institute of Technology (MIT) mengungkapkan penggunaan model artificial intelligence (AI) seperti ChatGPT untuk menulis esai berpotensi menurunkan kemampuan kognitif. Studi mereka mengungkap model jenis Large Language Model (LLM) atau model bahasa besar tersebut mengikis kemampuan berpikir kritis, kreativitas, hingga menurunkan kemampuan mengingat. Keadaan ini juga seiring dampak penggunaan LLM dalam dunia pendidikan yang sudah dirasakan oleh masyarakat umum. &ldquo;Studi kami ini menunjukkan masalah mendesak terkait kemungkinan penurunan keterampilan belajar,&rdquo; dikutip dari bagian abstrak artikel ilmiah para peneliti yang terbit di MIT Media Lab pada Selasa, 10 Juni 2025. Artikel ilmiah ini terbit di MIT Media Lab dengan judul &ldquo;Your Brain on ChatGPT: Accumulation of Cognitive Debt when Using an AI Assistant for Essay Writing Task&rdquo;. Sebanyak delapan peneliti terlibat dalam penelitian tersebut. Tim peneliti menyebut dampak negatif tersebut sebagai biaya kognitif akibat efisiensi penggunaan LLM untuk membuat esai. Penggunanya pun akan mengurangi kecenderungan untuk mengevaluasi secara kritis terhadap opini yang dihasilkan AI. Penelitian ini melibatkan 54 partisipan berusia 18-39 tahun yang di antaranya 32 perempuan, 19 laki-laki, dua partisipan yang menyatakan sebagai non-biner, dan satu partisipan tidak memberikan informasi gendernya. Mereka merupakan mahasiswa sarjana, pascasarjana, dan doktoral dari MIT, Wellesley College, Harvard University, Tufts University, dan Northeastern University. Semua kampus itu berada di Kota Boston, Negara Bagian Massachusetts, Amerika Serikat.&nbsp;&ldquo;Kami mengadakan tiga sesi dengan pembagian kelompok yang sama untuk setiap peserta,&rdquo; tulis tim peneliti. Kelompok pertama diperbolehkan menggunakan LLM model GPT-4o milik OpenAI secara penuh untuk penulisan esai. Kelompok kedua hanya diperbolehkan memanfaatkan situs yang ada dengan mesin pencarian Google, tetapi diberikan perintah &ldquo;-ai&rdquo; untuk menghindari pencarian berdasarkan AI. Lalu pada kelompok ketiga hanya mengandalkan kemampuan otak mereka tanpa bantuan AI dan pencarian situs. Tahap pertama, partisipan dijelaskan soal penelitian ini dan dilanjutkan mengisi kuesioner yang juga berisi pengalaman menggunakan AI model LLM. Selanjutnya, pada tahap kedua, para partisipan dipasangkan alat headset Neuroelectrics Enobio 32 untuk mengumpulkan sinyal EEG (elektroensefalografi) atau aktivitas otak sepanjang durasi penelitian dan untuk setiap sesi. Tahap ketiga, peneliti melakukan tes kalibrasi dengan cara para partisipan mengerjakan soal matematika perkalian atau penjumlahan. Setelah itu istirahat dan dilanjutkan lagi dengan menggerakkan mata secara vertikal dan horizontal, dan memejamkan mata selama dua menit untuk mengetes respons headset. Kemudian mereka menulis esai dalam waktu 20 menit. Partisipan mengerjakan satu esai berdasarkan salah satu dari sembilan topik pilihan. Untuk sesi keempat, partisipan diminta menulis esai lagi yang telah dipersonalisasi. Namun, untuk sesi keempat tidak dihadiri oleh semua partisipan. &ldquo;Sesi keempat bukanlah sesi wajib, sehingga karena keterbatasan waktu dan jadwal peserta, hanya 18 peserta yang dapat hadir,&rdquo; tulis tim peneliti. Hasilnya adalah kelompok yang menggunakan LLM sepenuhnya, konektivitas saraf keseluruhan paling lemah dibandingkan dengan kelompok tanpa LLM dan hanya dengan mesin pencarian. Peneliti menganggap penggunaan LLM mengalihkan sebagian beban kognitif otak. Selain itu, kelompok LLM juga kesulitan menggunakan kutipan mereka sendiri dengan benar. &ldquo;Peserta yang berada dalam kelompok hanya-otak (tanpa LLM dan mesin pencarian) melaporkan tingkat kepuasan yang lebih tinggi dan menunjukkan konektivitas otak yang lebih baik dibandingkan dengan kelompok lain,&rdquo; tulis tim peneliti. Lalu pada kelompok yang menggunakan mesin pencarian tanpa bantuan LLM menunjukkan lebih tepat untuk membuat kutipan daripada yang sepenuhnya menggunakan LLM. Mereka juga terus menggali rasa keingintahuan dengan pertanyaan &ldquo;bagaimana?&rdquo; untuk menyelesaikan tulisan masing-masing. Menurut tim peneliti, penelitian ini bisa berfungsi sebagai panduan awal memahami dampak kognitif dan praktis AI di lingkungan pelajar. Mereka juga menekankan pentingnya studi longitudinal untuk memahami dampak jangka panjang LLM pada otak manusia, sebelum LLM diakui sebagai sesuatu yang benar-benar bernilai positif untuk manusia. Pilihan Editor:&nbsp;Poco F7 Rilis di Indonesia, Harga Rp 5,59 Juta",Penulis tidak ditemukan,https://www.tempo.co/digital/studi-penggunaan-chatgpt-untuk-menulis-esai-bisa-kikis-kemampuan-kognitif-1805404,Tanggal tidak ditemukan
"Cerita Christian Gray, Guru Penjas yang Bawa Auckland City Raih Poin di Piala Dunia | tempo.co","TEMPO.CO, Jakarta -&nbsp;Christian Gray, guru pendidikan jasmani berusia 28 tahun asal Selandia Baru, mencetak gol saat Auckland City FC melawan klub besar Argentina Boca Juniors di Piala Dunia Antarklub 2025, pada Rabu, 25 Juni 2025. Ia memberikan kesempatan bagi rekan-rekannya di Auckland City FC bersorak kegirangan untuk partisipasi di turnamen elite klub dunia. Gol Gray memastikan hasil imbang 1-1 atas Boca Juniors. Ini mengakhiri dua hasil buruk sebelumnya. Auckland dihajar 10-0 oleh Bayern Munchen dan menelan kekalahan 6-0 dari Benfica. ""Saya berasal dari kota kecil, jauh dari sini dan sangat berbeda dengan situasinya. Jadi ini seperti mimpi,"" kata Gray setelah pertandingan, dikutip dari ESPN. Skuad Auckland City, yang terdiri dari guru, pengemudi pengiriman barang, dan pedagang, telah membayar harga yang mahal untuk ambisi sepak bola mereka. Banyak pemain yang mendanai partisipasi mereka sendiri sambil melakukan pekerjaan hariannya. Situasi ini sangat kontras dengan para pesepak bola profesional yang berada di klub elite di piala dunia klub kali ini. Auckland City, klub Selandia Baru, finis di dasar klasemen dengan hanya satu poin. Tetapi, bagi pelatih Paul Posa, satu poin itu merupakan kemenangan yang sangat besar. ""Anda tidak dapat menjelaskan peluang yang kami hadapi,"" kata Posa. ""Klub kami kecil tetapi memiliki hati yang besar. Kami mendapatkan sesuatu dari turnamen, yang merupakan hadiah yang pantas bagi semua orang yang telah bekerja di balik layar.&rdquo; Posa tidak pernah kehilangan keyakinan pada timnya meski skor akhir menunjukkan level yang tidak seimbang di awal turnamen. ""Saya selalu berpikir kami harus mencetak gol. Kami telah bekerja sangat keras. Sedikit beruntung di babak pertama, tetapi saya tahu kami harus mencetak gol,&rdquo; ucap dia. Bagi Gray, turnamen itu mengakhiri apa yang ia gambarkan sebagai perjalanan empat tahun yang panjang.&nbsp; ""Itu perjalanan yang sulit. Kami mengalami beberapa hasil yang sulit, tetapi saya senang untuk tim dan para pemain. Saya pikir kami pantas mendapatkannya,"" kata dia. Kini, Gray harus menukar sorotan di sepak bola internasional dengan setumpuk tugas selama liburan sekolahnya. Ini mungkin transisi yang aneh dalam dunia sepak bola. Setelah pertandingan terbesar dalam sejarah klub amatir, ia harus kembali ke pekerjaan asal pertamanya. Pilihan Editor: Revolusi PSG di Bawah Luis Enrique",Penulis tidak ditemukan,https://www.tempo.co/sepakbola/cerita-christian-gray-guru-penjas-yang-bawa-auckland-city-raih-poin-di-piala-dunia-1805439,Tanggal tidak ditemukan
"Via Helikopter Gagal, SAR Evakuasi Pendaki Brasil Lewat Lifting | tempo.co","Operasi pencarian dan pertolongan terhadap JDSP (27), warga negara Brazil yang sebelumnya dilaporkan jatuh di Gunung Rinjani, berakhir dengan kabar duka. Tim SAR gabungan menemukan korban dalam keadaan meninggal dunia pada Selasa, 24 Juni 2025 di kedalaman sekitar 600 meter. Kepala Kantor SAR Mataram Muhamad Hariyadi menerangkan, salah satu personil berhasil mencapai lokasi korban di jurang sekitar pukul 18.00 WITA di datum point.&nbsp;""Setelah pemeriksaan awal, tidak ditemukan tanda-tanda kehidupan pada korban,"" terang Hariyadi.&nbsp; Konfirmasi status meninggal dunia diperkuat setelah tiga personil lainnya menyusul turun dan memastikan kondisi korban. Jenazah kemudian langsung dievakuasi. ""Menyusul temuan ini, tim SAR yang berada di-last known position atau lokasi terakhir korban terlihat, segera menyiapkan sistem evakuasi,"" tambahnya. Tujuh orang personel melakukan flying camp atau menginap di sekitar lokasi, dengan tiga orang di anchor point kedua (kedalaman 400 meter), dan empat orang lainnya berada di samping korban (kedalaman 600 meter). Keputusan untuk menunda evakuasi dikarenakan kondisi cuaca yang tidak memungkinkan dan visibilitas yang sangat terbatas. Proses evakuasi dilanjutkan pagi hari ini, Rabu, 25 Juni 2025 dan jenazah rencananya akan diangkat terlebih dahulu ke atas. &nbsp; &nbsp; Video: ANTARA",Penulis tidak ditemukan,https://www.tempo.co/video/arsip/via-helikopter-gagal-sar-evakuasi-pendaki-brasil-lewat-lifting-1805383,Tanggal tidak ditemukan
Ahmad Muzani: Penunjukan Duta Besar AS Tinggal Tunggu Surat dari Presiden Prabowo | tempo.co,"TEMPO.CO, Jakarta - Anggota Komisi I DPR, Ahmad Muzani, mengatakan pengisian posisi duta besar RI untuk Amerika Serikat tinggal menunggu surat Presiden Prabowo Subianto yang akan dikirimkan ke DPR. Ia menyebut Prabowo sudah mencermati kekosongan posisi duta besar AS itu.&nbsp; Pilihan editor: Agar Ekspansi Transjakarta Tak Jadi Beban Subsidi &ldquo;Bahwa beberapa negara penting seperti Amerika Serikat sekarang posisinya kosong, dan saya kira Presiden Prabowo sudah mempertimbangkan itu untuk segera mengisi,&rdquo; ucap Ketua MPR itu di kompleks MPR/DPR/DPD, Jakarta, pada Rabu. 25 Juni 2025. Kendati demikian, politikus Partai Gerindra itu mengaku belum mendengar nama yang bakal menempati posisi perwakilan Indonesia di AS itu. &ldquo;Kami pun di DPR, di Komisi I, sedang menunggu tentang surat yang disampaikan oleh Presiden untuk menunggu siapa yang akan ditunjuk menjadi calon duta besar Republik Indonesia untuk Amerika Serikat,&rdquo; tutur Muzani. Wakil Ketua DPR Sufmi Dasco Ahmad menyatakan bahwa pemerintah telah mengantongi nama tokoh yang akan mengisi kursi duta besar Indonesia untuk Amerika Serikat. Pemerintah bahkan telah menyetorkan nama tersebut ke DPR. ""Namanya sudah di DPR, tetapi kami akan tunggu resminya nanti dari pemerintah,"" ujar Dasco di kompleks parlemen, Jakarta, pada Selasa, 24 Juni 2025. Saat ini ia enggan mengungkap siapakah sosok yang dimaksud tersebut. Pilihan editor:&nbsp;Prabowo Ingin Diam-diam Datang ke Pusat Kecantikan dan Kebugaran. Untuk Apa?",Penulis tidak ditemukan,https://www.tempo.co/politik/ahmad-muzani-penunjukan-duta-besar-as-tinggal-tunggu-surat-dari-presiden-prabowo-1805424,Tanggal tidak ditemukan
Rekam Jejak Yaqut Cholil yang Berpeluang Diperiksa KPK di Kasus Korupsi Kuota Haji | tempo.co,"TEMPO.CO, Jakarta -&nbsp;Komisi Pemberantasan Korupsi (KPK) membuka peluang untuk memeriksa mantan Menteri Agama, Yaqut Cholil Qoumas, dalam penyelidikan dugaan korupsi pengelolaan kuota haji 2024. Juru bicara KPK Budi Prasetyo mengatakan, kasus ini masih dalam tahap penyelidikan awal. ""Tapi tentu KPK membuka peluang kepada pihak-pihak siapa saja yang memang mengetahui dari konstruksi perkara ini untuk kemudian dipanggil dan dimintai keterangannya,&rdquo; kata dia saat ditemui di Gedung Merah Putih KPK pada Senin, 23 Juni 2025. Budi juga meminta publik bersabar menanti perkembangan penyelidikan. Saat ini, kata dia, penyidik masih fokus pada pengumpulan keterangan dari sejumlah saksi. Ia juga mengimbau semua pihak yang akan dimintai keterangan untuk bersikap kooperatif. ""Sehingga proses penanganan perkara terkait haji ini dapat dilaksanakan secara efektif,"" kata Budi. Kasus dugaan korupsi kuota haji ini mencuat setelah Panitia Khusus (Pansus) Angket Haji menemukan dugaan penyelewengan dalam pengelolaan kuota haji 2024. Pansus tersebut dibentuk menyusul laporan dari Tim Pengawas Haji DPR, yang mengungkap sejumlah persoalan krusial dalam penyelenggaraan haji di bawah kepemimpinan Yaqut Cholil Qoumas saat menjabat sebagai Menteri Agama. Berikut ini rekam jejak mantan menteri agama Yaqut Cholil Qoumas.&nbsp; Yaqut Cholil Qoumas adalah seorang politikus dan tokoh agama yang pernah menjabat sebagai Menteri Agama Republik Indonesia. Ia merupakan putra dari ulama ternama asal Rembang, K.H. Cholil Bisri, sosok yang dikenal luas di kalangan masyarakat pesantren dan nasional. Pria yang akrab disapa Gus Yaqut ini lahir di Rembang, Jawa Tengah pada 4 Januari 1975. Dia tumbuh di lingkungan religius, yakni di Pondok Pesantren Raudhatut Thalibin, Leteh, Rembang, Jawa Tengah. &nbsp;Meski aktif dalam kegiatan pesantren, Yaqut juga menempuh pendidikan umum dari tingkat SD hingga SMA, sebelum akhirnya melanjutkan kuliah di Universitas Indonesia (UI) dengan jurusan Sosiologi. Semasa kuliah, Yaqut aktif dalam organisasi Pergerakan Mahasiswa Islam Indonesia (PMII) cabang Depok dan menjadi salah satu pendirinya. Aktivitas sosial dan organisasi ini menjadi cikal bakal perjalanannya di dunia politik. Pada 2004, saat ia memasuki usia 30 tahun, Gus Yaqut memutuskan terjun ke politik praktis. Ia terpilih sebagai Anggota Dewan Perwakilan Rakyat Daerah (DPRD) Kabupaten Rembang dari Partai Kebangkitan Bangsa (PKB), partai yang didirikan oleh ayahnya bersama presiden ke-4 Indonesia Abdurrahman Wahid atau Gus Dur dan para ulama Nahdlatul Ulama. Setahun kemudian, pada 2005, ia terpilih menjadi Wakil Bupati Rembang untuk periode 2005&ndash;2010. Karier politiknya terus menanjak. Pada 27 Januari 2015, ia resmi dilantik sebagai Anggota DPR RI periode 2014&ndash;2019 melalui mekanisme Pengganti Antarwaktu (PAW), menggantikan Hanif Dhakiri yang diangkat menjadi Menteri Ketenagakerjaan. Di luar parlemen, Yaqut dikenal aktif di organisasi kepemudaan. Ia menjabat sebagai Ketua Pimpinan Pusat Gerakan Pemuda Ansor periode 2011&ndash;2016, dan kemudian dipercaya secara aklamasi menjadi Ketua Umum PP GP Ansor periode 2015&ndash;2020 dalam Kongres XV yang digelar di Pondok Pesantren Pandanaran, Yogyakarta. Pada 23 Desember 2020, Presiden Joko Widodo menunjuk Yaqut sebagai Menteri Agama Republik Indonesia menggantikan Fachrul Razi. Pelantikannya diumumkan secara resmi melalui kanal YouTube Sekretariat Presiden. Saat menjabat, Yaqut sempat menjadi perbincangan publik, salah satunya karena menerbitkan Surat Edaran Menteri Agama No. 05 Tahun 2022 tentang pedoman penggunaan pengeras suara di masjid dan musala. Ia juga pernah terlibat dalam diplomasi haji dengan Pemerintah Arab Saudi. Pada tahun 2023, ia menandatangani kesepakatan dengan Menteri Haji dan Umrah Arab Saudi, Tawfiq F. Al Rabiah, yang menetapkan kuota haji Indonesia sebesar 221 ribu jemaah. Belakangan nama Yaqut mencuat di tengah kabar penyelidikan kasus dugaan korupsi pengelolaan kuota haji 2024. Kasus ini berkembang setelah Panitia Khusus DPR meyakini Kementerian Agama melanggar ketentuan pembagian kuota jemaah haji 2024.&nbsp; Anggota Pansus Haji DPR, Wisnu Wijaya, mengatakan pelanggaran pembagian kuota haji terjadi ketika Kemenag merinci kuota jemaah haji menjadi 221.000 kuota haji reguler dan 20.000 kuota haji tambahan. Dari jumlah kuota tambahan itu, kata dia, Kemenag membaginya menjadi masing-masing 10 ribu slot untuk haji reguler dan khusus. Berdasarkan hasil rapat Panitia Kerja Biaya Penyelenggaraan Ibadah Haji (BPIH), kuota jemaah haji 2024 sudah ditetapkan sebanyak 241.000, sebagaimana tertuang dalam Keputusan Presiden Nomor 6 Tahun 2024. &ldquo;Rinciannya, 221.720 jemaah reguler dan 19.280 jemaah haji khusus,&rdquo; kata Wisnu pada Sabtu, 14 September 2024. &nbsp; Pilihan Editor: Duit Tambang Jatah Ormas dalam Pencucian Uang Rita Widyasari",Penulis tidak ditemukan,https://www.tempo.co/hukum/rekam-jejak-yaqut-cholil-yang-berpeluang-diperiksa-kpk-di-kasus-korupsi-kuota-haji-1805371,Tanggal tidak ditemukan
