Title,FullText,Author,Url,Date
"Pulau Tujuh Digugat Babel, Kepri: Putusan Sudah Final dan Mengikat","BATAM, KOMPAS.COM -Pemerintah Provinsi (Pemprov) Kepulauan Riau mengaku tidak mempermasalahkan gugatan Pemerintah Provinsi Bangka Belitung mengenai kepemilikanPulau Tujuh, Kabupaten Lingga, Kepulauan Riau. Pulau Tujuh sebenarnya bukan nama pulau, tetapi nama gugusan pulau. Pulau Tujuh merupakan gugusan pulau yang terdiri dari Pulau Pekajang, Tukong Yu, Pasir Keliling, Penyaman, Lalang, Kembung, dan Jambat. Keindahan Pulau Tujuh membuat pulau tersebut dijuluki Raja Ampat Mini. Wakil Gubernur Kepri, Nyangnyang Haris Pratamura, menyebut gugatan yang dilayangkan merupakan hak dari warga negara Indonesia. Namun demikian, Nyangnyang juga mengingatkan bahwa keputusan Pemerintah Pusat saat ini sudah berupa putusan yang inkrah. ""Itukan udah inkrah, kalau ada gugatan silakan saja. Nanti kalau sudah ada putusan pengadilan, mudah-mudahan tidak ada masalah lagi,"" jelas Nyangnyang saat ditemui di Sekupang, Sabtu (28/6/2025) sore. Baca juga:Pengendara Pelat B Terobos One Way Puncak, Tabrak Polisi yang Sedang Bertugas Disinggung mengenai komunikasi antar pemerintah provinsi, Nyangnyang hanya menyebut hingga saat ini pola komunikasi masih berjalan baik. Namun demikian, dirinya menolak saat ditanyakan lebih lanjut mengenai progres pertemuan antar kedua kepala daerah guna membahas polemik ini. ""Pola komunikasi baik-baik saja, kalau pertemuan antar Pemprov nanti pak Gubernur saja,"" ujarnya. Sebelumnya, Gubernur Kepulauan Bangka Belitung,Hidayat Arsani, membentuk Tim Khusus Pulau Tujuh untuk memperjuangkan agar wilayah tersebut kembali menjadi bagian dari Provinsi Kepulauan Bangka Belitung (Babel) secara administratif. Langkah ini merupakan respons atas Keputusan Menteri Dalam Negeri yang memasukkan Pulau Tujuh ke dalam wilayah Kabupaten Lingga, Provinsi Kepulauan Riau, berdasarkan Keputusan Mendagri Nomor 050/145/2022 dan 100.1.1.6117/2022 tentang Kode Wilayah Administratif dan Data Pulau. ""Kita sudah melakukan rapat pembentukan Timsus Pulau Tujuh ini,"" ujar Staf Khusus Gubernur Babel Bidang Advokasi Hukum Aparatur, Kemas Akhmad Tajuddin, di Pangkalpinang, Sabtu, dilansir dari Antara. Menurut Kemas, Pulau Tujuh atau gugusan Pulau Pekajang secara de jure merupakan bagian dari Provinsi Bangka Belitung berdasarkan Undang-Undang Nomor 27 Tahun 2000 tentang Pembentukan Provinsi Kepulauan Babel. Dalam lampiran peta undang-undang tersebut, Pulau Tujuh digambarkan berada dalam wilayah administratif Babel.",Penulis tidak ditemukan,https://regional.kompas.com/read/2025/06/28/230350378/pulau-tujuh-digugat-babel-kepri-putusan-sudah-final-dan-mengikat,"Kompas.com- 28/06/2025, 23:03 WIB"
Kemenkomdigi Hadirkan Internet Cepat untuk Sekolah Rakyat di Sleman,"YOGYAKARTA, KOMPAS.com– Kementerian Komunikasi dan Digital (Kemenkomdigi) menghadirkan aksesinternet cepat200 Mbps untuk mendukung kegiatan belajar-mengajar diSekolah Rakyat di Sleman, Yogyakarta. Hal ini disampaikan Menteri Komunikasi dan Digital (Menkomdigi)Meutya Hafid, saat menghadiri acara di Balai Besar Pendidikan dan Pelatihan Kesejahteraan Sosial (BBPPKS) Sleman, Yogyakarta, Sabtu (28/6/2025). “Nanti tergantung kebutuhannya masing-masing, tapi sekali lagi bahasanya internet yang cepat. Kalau ini 200 Mbps memang karena juga digunakan untuk keperluan lainnya,” ujar Meutya. Baca juga:Komdigi-Mafindo Bikin Chatbot AI untuk Deteksi Konten Asli atau Palsu Dia mengatakan, nantinya internet cepat ini tidak hanya akan digunakan pelajar saja, tetapi juga untuk memudahkan akses internet masyarakat sekitar lokasi Sekolah Rakyat. “Jadi tidak hanya sekolah rakyatnya nanti yang bisa menggunakan aksesnya, tapi juga ekosistem terdekat dari sekolah rakyat itu juga bisa mendapatkan manfaat dari juga akses internet yang cepat di sekolah rakyat itu,” ujar Meutya. Dalam konteks Sekolah Rakyat, Meutya mengatakan bahwaKomdigipunya dua kewajiban utama. Pertama, memastikan adanya infrastruktur digital, termasuk koneksi internet yang cepat dan stabil. “Kedua, melakukan komunikasi publik yang transparan, agar semua program dapat tersampaikan dengan baik ke masyarakat,” ujar Meutya. Baca juga:Komdigi Petakan 5 Sektor Prioritas Pemanfaatan AI di Indonesia Ia melanjutkan, program Sekolah Rakyat mengalami peningkatan target dari 100 sekolah menjadi 200, sesuai arahan Presiden Prabowo Subianto. Proses rekrutmen siswa pun sudah selesai. “Alhamdulillah hari ini didampingi Pak Sekjen Kementerian Sosial, yang selama ini sudah berjibaku untuk menyelesaikan targetnya,” ujar Meutya. “Target awalnya 100 sekolah, lalu dinaikkan menjadi 200 sekolah rakyat,” sambungnya. Baca juga:Komdigi Sebut Indonesia Butuh 600.000 Talenta Digital Baru Setiap Tahun Dalam kesempatan tersebut, Meutya juga menyampaikan bahwa seluruh fasilitas dan infrastruktur sudah siap mendukung pembelajaran di tahun ajaran baru yang akan segera dimulai. “Hari ini kita juga akan memberikan arahan kepada para orang tua dan anak-anak. Fasilitas sudah kita lihat bersama, Insya Allah semua siap untuk mendukung tahun ajaran yang akan segera dimulai,” ujar Meutya.",Penulis tidak ditemukan,https://nasional.kompas.com/read/2025/06/28/16272521/kemenkomdigi-hadirkan-internet-cepat-untuk-sekolah-rakyat-di-sleman,"Kompas.com- 28/06/2025, 16:27 WIB"
"Dua OTT di Sumut, KPK: Total Nilai Proyek Jalan Rp 231,8 Miliar","JAKARTA, KOMPAS.com- Pelaksana Tugas (Plt) Deputi Penindakan Komisi Pemberantasan Korupsi (KPK) Asep Guntur Rahayu mengatakan, total nilai proyek pembangunan jalan di Sumatera Utara (Sumut) dari hasil duaoperasi tangkap tangan(OTT) senilai Rp 231,8 miliar. Asep menjelaskan, dua kasus dugaan korupsi proyek jalan itu terungkap setelah penyidik menggelar OTT pertama. Kamis (26/6/2025). ""Setelah melaui proses pemantauan, kami cari data juga bahwa ada proyek pembangunan jalan ada di dua tempat. Pertama, proyek pembangunan jalan di Dinas PUPR,"" ujar Asep dalam konferensi pers di Gedung KPK, Jakarta Selatan, Sabtu (28/6/2025). Baca juga:KPK Tetapkan 5 Tersangka Kasus Korupsi Pembangunan Jalan di Mandailing Asep lalu merinci proyek-proyek jalan yang ada di Dinas PUPR. Proyek pertama, yakni Preservasi Jalan Sp. Kota Pinang – Gunung Tua – SP. Pal XI Tahun 2023, dengan nilai proyek Rp 56,5 miliar. Kemudian, Preservasi Jalan Sp. Kota Pinang – Gunung Tua – Sp. Pal XI tahun 2024, dengan nilai proyek Rp 17,5 miliar. Lalu, Rehabilitasi Jalan Sp. Kota Pinang – Gunung Tua – Sp. Pal XI dan penanganan longsoran tahun 2025. Terakhir proyek Preservasi Jalan Sp. Kota Pinang – Gunung Tua – Sp. Pal XI tahun 2025. ""Kegiatan tangkap tangan kedua, terkait dengan proyek-proyek pembangunan jalan di satuan kerja pembangunan Jalan Nasional (PJN) Wilayah 1 Sumatera Utara,"" kata Asep. Baca juga:OTT KPK di Sumatera Utara, Apa Saja yang Sudah Diketahui? Rinciannya, proyek pembangunan Jalan Sipiongot batas Labusel dengan nilai proyek Rp 96 miliar, serta proyek pembangunan jalan Hutaimbaru-Sipiongot dengan nilai proyek Rp 61,8 miliar. ""Sehingga total nilai proyek setidaknya sejumlah Rp 231,8 miliar,"" tutur Asep. Dalam kasus ini, KPK menetapkan lima tersangka, yakni TOP yang menjabat Kepala Dinas Pekerjaan Umum dan Penataan Ruang (PUPR) Provinsi Sumut, RES selaku Kepala UPTD Gunung Tua, HEL menjabat sebagai Kepala UPTD Gunung Tua Dinas PUPR Provinsi Sumut sekaligus merangkap Pejabat Pembuat Komitmen (PPK). Baca juga:OTT KPK di Mandailing Natal Terkait Korupsi Proyek Bangun Jalan Dinas PUPR Kemudian dari pihak swasta adalah KIR selaku Direktur Utama PT DNG dan tersangka terakhir RAY selaku Direktur PT RN. KIR dan RAY diduga memberikan uang senilai Rp 2 miliar pada tiga orang pejabat pemerintahan untuk memuluskan proyek di di Satuan Kerja Pembangunan Jalan Nasional (PJN) Wilayah 1. ""Yang kemungkinan besar uang Rp 2 miliar ini akan dibagi-bagikan kepada pihak-pihak tertentu, di mana pihak swasta ini berharap untuk memperoleh proyek berkaitan dengan pembangunan jalan,"" tandas Asep.",Penulis tidak ditemukan,https://nasional.kompas.com/read/2025/06/28/18175351/dua-ott-di-sumut-kpk-total-nilai-proyek-jalan-rp-2318-miliar,"Kompas.com- 28/06/2025, 18:17 WIB"
"MK Tegaskan Pernikahan Sesama Jenis Tak Bisa Dilegalkan di Indonesia, Langgar Pancasila","SEMARANG, KOMPAS.com -Mahkamah Konstitusi(MK) menyoroti isupernikahan sesama jeniskelamin dalam konteks nilai-nilaiPancasila. Pasalnya, sudah muncul upaya yang mengajukan pengujian undang-undang perkawinan di Indonesia. ""Sudah mulai ada suara-suara meminta pengujian undang-undang sahnya perkawinan. Meniru di negara lain, perkawinan itu bisa antara laki-laki dan perempuan, bisa sesama jenis,"" kata Hakim KonstitusiArief Hidayatsaat menghadiri sarasehan kebangsaan dalam rangka Bulan Bung Karno di Panti Marhaen, Semarang, Sabtu (28/6/2025). Baca juga:Kronologi Pendaki Malaysia Jatuh di Gunung Rinjani, Terungkap Penyebabnya Dia mengatakan prinsip Ketuhanan Yang Maha Esa dalam sila pertama Pancasila menegaskan keselarasan antara laki-laki dan perempuan. Untuk itu, MK menegaskan bahwa pernikahan sejenis tidak sesuai dengan konstitusi dan melanggar sila pertama Pancasila. ""Lah, kalau menurut Ketuhanan Yang Maha Esa, sunatullah kan harus laki-laki dan perempuan. Ya kan? Ya, maka perkawinan sejenis ya, menurut saya enggak tepat di Indonesia,"" ungkapnya. Dia menyebut bahwa Indonesia memiliki panutan nilai-nilai ketuhanan dan kemanusiaan yang berbeda dengan ideologi Barat. Sehingga, dia menuturkan bahwa pernikahan sesama jenis disebut melanggar konstitusi dan Pancasila. ""Kalau itu kan konstitusinya adalah berdasarkan Pancasila. Ideologi Pancasila itu sila pertamanya adalah Ketuhanan Yang Maha Esa. (Pernikahan sejenis) itu melanggar konstitusi dan melanggar sila Pancasila, sila pertama,"" tegas dia. Arief menceritakan pengalamannya berdiskusi dengan pemimpin negara di Eropa. Dia menyampaikan bahwa Indonesia berbeda dengan negara-negara lainnya yang melegalkan perkawinan sesama jenis. ""Italia, karena Italia masih religius, dilarang. Nah, kemudian bagaimana di Indonesia, apakah boleh? Saya katakan berdasarkan ideologi Pancasila, sila Ketuhanan, maka di Indonesia perkawinan harus antara laki-laki dan perempuan,"" lanjutnya. Dalam kunjungannya ke Thailand pada 2024, negara itu juga sudah melegalkan perkawinan sejenis. Namun, Arief menegaskan bahwa Indonesia tidak bisa melanggar konstitusi dan Pancasila. Dia menyebut peran Mahkamah Konstitusi adalah lembaga yang bisa membuat hitam putihnya negaranya. Yang diurus tidak sekadar masalah politik, masalah ekonomi, sosial, budaya, tetapi juga masalah-masalah yang sangat bersifat individualis. ""Maka orang yang duduk di Mahkamah Konstitusi harus betul-betul paham ajaran yang digali oleh Sukarno, yang menelurkan Pancasila,"" tuturnya.",Penulis tidak ditemukan,https://regional.kompas.com/read/2025/06/28/172539478/mk-tegaskan-pernikahan-sesama-jenis-tak-bisa-dilegalkan-di-indonesia,"Kompas.com- 28/06/2025, 17:25 WIB"
"Juliana Marins Diduga Masih Hidup Sesaat Usai Jatuh di Rinjani, Ada Teriakan Minta Tolong","LOMBOK, KOMPAS.com– Pendaki asalBrasil,Juliana Marins(26), yang dilaporkan terjatuh ke jurang saat mendakiGunung Rinjani, ditemukan meninggal dunia pada Selasa (24/6/2025). Insiden ini memicu kemarahan publik Brasil setelah beredar dugaan bahwa korban masih hidup sesaat setelah terjatuh, tetapi tidak segera dievakuasi. Kritik pun mengarah kepada otoritas Indonesia, terutama terhadap durasi proses penyelamatan. Dikutip dariBBC, peristiwa tersebut terjadi pada Sabtu (21/6/2025) pagi. Saat itu, Juliana mendaki bersama lima rekannya dan seorang pemandu. Mereka melalui jalur curam di dekat kawah Rinjani ketika korban terjatuh. Baca juga:Sederet Fakta Evakuasi Juliana Marins: Kendala, Kronologi, hingga Desakan Keluarga Beberapa rekaman daridronedan kamera para pendaki yang tersebar di media sosial Brasil menunjukkan sosok Juliana yang diduga masih hidup, tampak duduk dan berdiri di atas tanah abu-abu, jauh di bawah jalur pendakian. Tim penyelamat mengaku sempat mendengar teriakan minta tolong tak lama setelah kejadian. Namun, lokasi jatuhnya korban berada di jurang berkedalaman sekitar 600 meter dengan medan ekstrem dan cuaca berkabut, sehingga evakuasi tidak bisa dilakukan dengan cepat. Keluarga korban menyampaikan duka mendalam melalui media sosial, serta menyatakan terima kasih atas doa dan dukungan publik. Di sisi lain, warganet Brasil meluapkan kekecewaan terhadap penanganan insiden oleh otoritas Indonesia. BASARNAS via AFPBadan Pencarian dan Pertolongan (Basarnas) saat mengevakuasi jasad Juliana Marins, pendaki asal Brasil yang terjatuh di Gunung Rinjani, Pulau Lombok, Nisa Tenggara Barat, Senin (23/6/2025). Juliana Marins jatuh pada Sabtu (21/6/2025) dan ditemukan tewas.Menanggapi kritik tersebut, Kepala Badan Nasional Pencarian dan Pertolongan (Basarnas) Marsekal Muda TNI Mohammad Syafii membantah bahwa tim penyelamat bergerak lambat. Ia memastikan bahwa upaya evakuasi telah dimulai sejak Sabtu pukul 10.21 Wita, hanya beberapa jam setelah laporan diterima. “Saya pastikan bahwa kejadian ini sebenarnya direspons sangat cepat oleh berbagai potensi SAR yang ada di wilayah Mataram,” ujar Syafii dalam konferensi pers di Mataram, Selasa (24/6/2025). Syafii menjelaskan, medan pencarian sangat berat. Lokasi korban berada di lereng curam pada ketinggian 9.000 kaki. Tim penyelamat harus membawa peralatanvertical rescuedan menghadapi kabut tebal serta hujan yang mengganggu jarak pandang. Drone thermalsempat dikerahkan pada hari pertama, tetapi gagal mendeteksi keberadaan korban. Baru pada Senin, tubuh Juliana berhasil terlihat melalui pantauandrone. Kepala Balai Taman Nasional Gunung Rinjani (TNGR) Yarman Wasur mengatakan, informasi awal menyebut korban jatuh ke jurang sedalam sekitar 200 meter. Namun, saat tim SAR tiba dan menerbangkandrone, korban tidak lagi terlihat di titik yang diperkirakan. ""Setelah dicek, ternyata tidak ada lagi di tempat itu, sudah berpindah,"" ujar Yarman. Tim sempat kehilangan jejak korban dan harus bermalam di area pencarian. Kondisi cuaca yang tak menentu serta topografi ekstrem membuat proses pencarian berlangsung hingga beberapa hari. Tali evakuasi yang tersedia hanya sepanjang 250 meter, padahal jurang yang harus dicapai sedalam 600 meter.",Penulis tidak ditemukan,https://internasional.kompas.com/read/2025/06/27/053000770/juliana-marins-diduga-masih-hidup-sesaat-usai-jatuh-di-rinjani-ada,"Kompas.com- 27/06/2025, 05:30 WIB"
"GASPOL! Hari Ini: Jalan Sunyi Jokowi, Hanya Tersisa PSI","JAKARTA, KOMPAS.com– Presiden ke 7 RI Joko Widodo (Jokowi) dianggap tengah menapaki jalan sunyi setelah ditinggal oleh banyak figur yang dulu mendukungnya. Direktur EksekutifCharta Politika,Yunarto Wijayamenganggap, banyak orang-orang Jokowi saat ini sudah berpindah untuk mendukung PresidenPrabowo Subianto. Situasi itu membuat Jokowi dan keluarganya, termasuk Wakil Presiden Gibran Rakabuming Raka tidak mendapatkan dukungan ketika mendapatkan berbagai serangan politik. Padahal, para pendukung itu yang dulu ikut mendorong agar Jokowi membantu Gibran menjadi RI-2. “Yang paling kurang ajar itu pendukung-pendukungnya yang mendorong seperti ini dan sekarang enggak peduli yang menghadapi harus Jokowi sendirian juga. Mereka sibuk tetap cari (jabatan) komisaris, BUMD, BUMN, ikut menjilat Prabowo,” ujar Yunarto dalam program Gaspol! di YouTube Kompas.com, Sabtu (28/6/2025). Baca juga:Hasto: Ada Ancaman agar Saya Mundur dan Tak Depak Jokowi dari PDIP Host Gaspol! Tatang Guritno lantas menanyakan pada pandangan Yunarto, apakah saat ini Jokowi merasa Gibran tengah terancam? Pasalnya, tak ada yang pasang badan saat forum purnawirawan TNI meminta agar putra sulung Jokowi itu dimakzulkan. “Apakah Pak Jokowi merasa bahwa Mas Gibran ini dalam posisi yang sedang terancam?” tanya Tatang. Lantas, Yunarto menganggap bahwa saat ini keluarga Jokowi tengah menghadapi situasi politik yang tak mudah. Maka, Jokowi akhirnya harus turun tangan, terutama untuk melindungi Gibran. “Kita harus akuilah apakah Mas Gibran siap dengan pengalaman politiknya menghadapi situasi yang pelik seperti ini? Enggak. Belum siap, ini situasi politik yang tidak mudah dihadapi oleh keluarga Jokowi,” jawab Yunarto. Baca juga:Tak Jadi Maju Ketum PSI, Jokowi: Yang Muda-muda Saja Di sisi lain, berbagai langkah Jokowi itu dianggap membutuhkan partai politik (parpol). Pasalnya, hanya dengan parpol, Jokowi bisa tetap menunjukkan kekuatannya dalam konstelasi politik di Tanah Air. Yunarto mengatakan, Partai Amanat Nasional (PAN) dan Partai Golkar memang sempat membuka diri untuk Jokowi, tapi saat ini, tawaran yang tersisa hanya dari Partai Solidaritas Indonesia (PSI). Bagaimana obrolan selengkapnya? Simak dalam program Gaspol! yang tayang premier pukul 20:00 WIB. ",Penulis tidak ditemukan,https://nasional.kompas.com/read/2025/06/28/18560711/gaspol-hari-ini-jalan-sunyi-jokowi-hanya-tersisa-psi,"Kompas.com- 28/06/2025, 18:56 WIB"
"Polri Bikin Policetube, Kanal Video untuk Sebar Kinerja dan Kebaikan Polisi","JAKARTA, KOMPAS.com- Divisi HumasPolriakan mengembangkan platform bernamaPolicetubeyang akan digunakan untuk menyebarkan informasi terkait kepolisian demi meningkatkan efek kepercayaan publik. Pengembangan dan pengelolaan situs Policetube ini dilakukan berdasarkan kerja sama antara Polri dengan pihak swasta, yaitu PT Digital Unggul Gemilang. “Policetube diharapkan dapat menjadi platform digital video share yang mendukung transformasi digital institusi Polri dalam rangka publikasi dan diseminasi informasi kinerja Polri kepada masyarakat luas,” ujar Kadivhumas Polri Irjen. Pol. Sandi Nugroho dalam keterangannya, Senin (23/6/2025). Baca juga:Polri Diminta Berhenti Siksa Tersangka untuk Kejar Pengakuan Sandi mengatakan, pengembangan Policetube ini menjadi lompatan besar bagi Polri, terutama dalam hal penyebaran kebaikan kepolisian. “Kerja sama ini merupakan potensi quantum leap atau lompatan besar bagi Polri dalam penyebaran kebaikan kepolisian, informasi-informasi bakti kepolisian, prestasi kepolisian, serta kinerja kepolisian untuk meningkatkan efek kepercayaan publik serta branding bagi reputasi institusi,” kata Sandi. Sandi menjelaskan, Policetube diarahkan untuk menjadi sarana komunikasi audio visual kepada masyarakat melalui narasi, konten, dan tagline “polisi untuk masyarakat.” Konten-konten yang ada diharapkan dapat memperkuat kepercayaan publik terhadap Polri. Baca juga:Polisi Bongkar Jaringan Narkoba China di Makassar, 10 Kg Sabu Disita Selain itu, penandatanganan kerja sama ini menjadi langkah untuk memperkuat sinergi antara Polri dengan sektor swasta, khususnya dalam pemanfaatan teknologi digital. “Diharapkan kolaborasi ini dapat melahirkan berbagai inovasi dan solusi digital yang mampu meningkatkan efektivitas pelayanan publik, serta mendorong transparansi kinerja kepolisian, demi terciptanya keamanan dan ketertiban masyarakat yang lebih optimal,” kata Sandi lagi. Penandatanganan nota kesepahaman ini dilakukan antara Kadivhumas Polri Irjen. Pol. Sandi Nugroho dan Direktur Utama PT Digital Unggul Gemilang, Vini Septiana.",Penulis tidak ditemukan,https://nasional.kompas.com/read/2025/06/26/11195311/polri-bikin-policetube-kanal-video-untuk-sebar-kinerja-dan-kebaikan-polisi,"Kompas.com- 26/06/2025, 11:19 WIB"
"Kadis PUPR Sumut yang Kena OTT KPK Miliki Harta Rp 4,9 Miliar","MEDAN, KOMPAS.com - Komisi PemberantasanKorupsi(KPK) melakukan operasi tangkap tangan (OTT) terhadap Kadis Pekerjaan Umum dan Penataan Ruang (PUPR) Sumut,Topan Ginting, pada Kamis (26/6/2025). Dia diduga terlibatkorupsidalam berbagai proyek pembangunan jalan diSumatera Utara. Kini, dia ditahan di Rumah Tahanan (Rutan) KPK bersama empat tersangka lainnya. Berdasarkan Laporan Harta Kekayaan Penyelenggara Negara (LHKPN) KPK tahun 2024, total harta kekayaan Topan mencapai Rp 4.991.948.201. Namun, di LHKPN itu masih dijelaskan bahwa Topan kala itu masih menjabat sebagai Kepala Dinas Sumber Daya Air, Bina Marga, dan Bina Kontruksi, Kota Medan. Baca juga:Pengendara Pelat B Terobos One Way Puncak, Tabrak Polisi yang Sedang Bertugas Topan sendiri baru dilantik menjadi Kadis PUPR Sumut pada 24 Februari 2025. Dia merupakan bagian dari gerbong Bobby Nasution saat menjadi Walikota Medan. Kemudian, Bobby memindahkan Topan ke Pemprov Sumut setelah dilantik menjadi Gubernur Sumut. Adapun rincian harta Topan yakni 1. Tanah dan bangunan seluas 137 m2/90 m2 di Kota Medan, dari hibah tanpa akta sebesar Rp 500.000.000. 2. Tanah seluas 432 m2 di Kota Medan, dari hasil sendiri Rp 440.000.000. 3. Tanah seluas 120 m2 di Kota Medan, dari hasil sendiri Rp 75.000.000. 4. Tanah dan bangunan seluas 450 m2/400 m2 di Kota Medan, dari hasil sendiri Rp 1.050.000.000. 5. Mobil Toyota Innova tahun 2024 dari hasil sendiri Rp 380.000.000. 6. Mobil Toyota Land Cruiser Hardtop tahun 1983 dari hasil sendiri Rp 200.000.000.",Penulis tidak ditemukan,https://regional.kompas.com/read/2025/06/28/224608678/kadis-pupr-sumut-yang-kena-ott-kpk-miliki-harta-rp-49-miliar,"Kompas.com- 28/06/2025, 22:46 WIB"
"One Way Jalur Puncak Bogor Menuju Jakarta, Pengendara yang Naik Disetop di Simpang Gadog","BOGOR, KOMPAS.com- Polisi kembali memberlakukan sistemone wayke bawah (Jakarta) dijalur wisata Puncak, Bogor, Jawa Barat, Sabtu (28/6/2025). Kali ini, arus kendaraan diarahkan dari Puncak menuju Jakarta. KBO Sat Lantas Polres Bogor,Iptu Ardian, mengatakan keputusan ini diambil setelah sebelumnya diberlakukan ganjil genap dan rekayasaone wayke atas dari arah Jakarta menuju Puncak. ""Saat ini jalur wisata Puncak sedang kami berlakukan sistemone wayarah bawah, dari arah Puncak menuju Jakarta,"" ujar Ardian, Sabtu. Baca juga:13 Tempat Wisata di Puncak Bogor, Cocok untuk Libur Sekolah dan Keluarga Ia menjelaskan, kebijakan ini merupakan respons atas peningkatan volume kendaraan menuju kawasan wisata Puncak sejak pagi hari. ""Setelah kami lakukan ganjil genap danone wayke atas tadi, sekarang kami alihkan menjadione wayturun,” jelasnya. Ardian menegaskan bahwa durasi pemberlakuan sistemone wayke bawah bersifat situasional atau tidak tentu berakhir jam berapa. Artinya, kebijakan ini akan dievaluasi terus-menerus berdasarkan kondisi lalu lintas di lapangan. ""Kami akan melihat bagaimana kondisi arus lalu lintas di jalur Puncak. Kalau sudah bisa menampung arus dua arah, maka kami normalkan kembali,” ucapnya. Baca juga:Ganjil Genap Puncak Bogor Berlaku Hari Ini, Kendaraan Tak Sesuai Bakal Dipaksa Putar Balik Ardian mengimbau pengendara untuk mematuhi arahan petugas di lapangan. PantauanKompas.com,akibat rekayasa one way ke bawah, kini kendaraan dari arah Jakarta yang hendak naik ke Puncak ditahan di sejumlah titik. Mereka tidak boleh melintas. Saat ini terlihat arus kendaraan yang akan menuju Puncak dihentikan sementara di Simpang Gadog, Exit GT Jagorawi, dan di sekitar jalan Ciawi.",Penulis tidak ditemukan,https://bandung.kompas.com/read/2025/06/28/163244978/one-way-jalur-puncak-bogor-menuju-jakarta-pengendara-yang-naik-disetop-di,"Kompas.com- 28/06/2025, 16:32 WIB"
Masyarakat Dapat Manfaatkan Internet Cepat dari Sekolah Rakyat,"YOGYAKARTA, KOMPAS.com– Kementerian Komunikasi dan Digital (Kemenkomdigi) menghadirkan akses internet cepat 200 Mbps untuk mendukung kegiatan belajar-mengajar diSekolah Rakyatdi Sleman, Yogyakarta. Hal ini disampaikan Menteri Komunikasi dan Digital (Menkomdigi)Meutya Hafidsaat menghadiri acara di Balai Besar Pendidikan dan Pelatihan Kesejahteraan Sosial (BBPPKS) Sleman, Yogyakarta, Sabtu (28/6/2025). “Nanti tergantung kebutuhannya masing-masing, tapi sekali lagi bahasanya internet yang cepat. Kalau ini 200 Mbps memang karena juga digunakan untuk keperluan lainnya,” ujar Meutya. Baca juga:20.000 Calon Siswa Siap Masuk Sekolah Rakyat pada Tahun Ajaran 2025 Dia mengatakan, nantinya internet cepat ini tidak hanya akan digunakan bagi pelajar, tetapi dapat dimanfaatkan oleh masyarakat sekitar lokasi Sekolah Rakyat. “Jadi tidak hanya Sekolah Rakyatnya nanti yang bisa menggunakan aksesnya, tapi juga ekosistem terdekat darisekolah rakyatitu juga bisa mendapatkan manfaat dari juga akses internet yang cepat di sekolah rakyat itu,” ujar Meutya. Meutya mengatakan, dalam konteks Sekolah Rakyat,Komdigipunya dua kewajiban utama. Pertama, memastikan adanya infrastruktur digital, termasuk koneksi internet yang cepat dan stabil. “Kedua, melakukan komunikasi publik yang transparan, agar semua program dapat tersampaikan dengan baik ke masyarakat,” ujar Meutya. Baca juga:Wamensos Ajak Pelaku Usaha Kucurkan CSR untuk Program Sekolah Rakyat Meutya menyampaikan, program Sekolah Rakyat mengalami peningkatan target dari 100 sekolah menjadi 200, sesuai arahan Presiden Prabowo Subianto. Proses rekrutmen siswa pun sudah selesai. “Alhamdulillah hari ini didampingi Pak Sekjen Kementerian Sosial, yang selama ini sudah berjibaku untuk menyelesaikan targetnya,” ujar Meutya. “Target awalnya 100 sekolah, lalu dinaikkan menjadi 200 sekolah rakyat,” jelasnya. Baca juga:Kepala Badan Gizi Pastikan MBG Sekolah Rakyat Siap untuk Tahun Ajaran 2025 Dalam kesempatan tersebut, Meutya juga menyampaikan bahwa seluruh fasilitas dan infrastruktur sudah siap mendukung pembelajaran di tahun ajaran baru. “Hari ini kita juga akan memberikan arahan kepada para orang tua dan anak-anak. Fasilitas sudah kita lihat bersama, Insya Allah semua siap untuk mendukung tahun ajaran yang akan segera dimulai,” ungkapnya.",Penulis tidak ditemukan,https://nasional.kompas.com/read/2025/06/28/18450021/masyarakat-dapat-manfaatkan-internet-cepat-dari-sekolah-rakyat,"Kompas.com- 28/06/2025, 18:45 WIB"
